IP,Name,Test_Num,Record,Record_Type,Duration,TTL,Answer_Count,Response
149.112.112.10,USR23-149.112.112.10,0,www.e24.no.,A,54.2750358581543,476,2,e24.no. -> 195.88.55.47,
149.112.112.10,USR23-149.112.112.10,0,dvb.no.,A,55.7551383972168,300,1,"104.27.157.111, 104.27.156.111",
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,55.71603775024414,300,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,87.8591537475586,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.evelektrovann.no.,A,88.06300163269043,600,1,31.24.129.56,
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,57.33799934387207,256,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.232, 88.221.25.240",
149.112.112.10,USR23-149.112.112.10,0,www.sparebank1.no.,A,82.5660228729248,43200,1,193.212.175.209,
149.112.112.10,USR23-149.112.112.10,0,www.elkjop.no.,A,111.8161678314209,900,3,www.elkjop.no.edgekey.net. -> e5041.dsca.akamaiedge.net. -> 23.32.8.112,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,53.349971771240234,34,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,www.zalando.no.,A,84.86390113830566,600,3,www.zalando.no.ipv4.edgekey.net. -> e10634.b.akamaiedge.net. -> 104.99.233.172,
149.112.112.10,USR23-149.112.112.10,0,www.lovdata.no.,A,128.71503829956055,300,1,146.192.246.146,
149.112.112.10,USR23-149.112.112.10,0,www.elkjop.no.,A,80.99818229675293,900,3,www.elkjop.no.edgekey.net. -> e5041.dsca.akamaiedge.net. -> 23.32.8.112,
149.112.112.10,USR23-149.112.112.10,0,gulesider.no.,A,116.83392524719238,43200,1,80.69.225.63,
149.112.112.10,USR23-149.112.112.10,0,cache-4.dnb.no.,A,54.65102195739746,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,magic.no.,A,155.37500381469727,10800,1,213.236.208.18,
149.112.112.10,USR23-149.112.112.10,0,yr.no.,A,56.34188652038574,20,1,"88.221.25.243, 88.221.25.144",
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,52.93893814086914,5932,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.250, 88.221.25.249",
149.112.112.10,USR23-149.112.112.10,0,abcnyheter.no.,A,105.74913024902344,300,1,"87.238.33.153, 87.238.33.154",
149.112.112.10,USR23-149.112.112.10,0,altinn.no.,A,113.35301399230957,3600,1,89.250.123.0,
149.112.112.10,USR23-149.112.112.10,0,www.feide.no.,A,147.72510528564453,300,2,nymedia-web.uninett.no. -> 52.211.32.98,
149.112.112.10,USR23-149.112.112.10,0,www.feide.no.,A,223.77800941467285,300,2,nymedia-web.uninett.no. -> 52.211.32.98,
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,53.98106575012207,88,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.240, 88.221.25.232",
149.112.112.10,USR23-149.112.112.10,0,fsweb.no.,A,53.54905128479004,43081,1,129.240.118.183,
149.112.112.10,USR23-149.112.112.10,0,www.difi.no.,A,55.96518516540527,330,2,"lb.difi.no. -> 79.170.81.233, 79.170.81.232, 79.170.81.231",
149.112.112.10,USR23-149.112.112.10,0,www.aftenbladet.no.,A,107.48004913330078,300,2,"sndcache.vgc.no. -> 195.88.54.37, 195.88.55.37",
149.112.112.10,USR23-149.112.112.10,0,www.shareville.no.,A,223.39701652526855,1462,1,107.178.245.185,
149.112.112.10,USR23-149.112.112.10,0,vektklubb.no.,A,89.91503715515137,60,1,"143.204.190.86, 143.204.190.44, 143.204.190.96, 143.204.190.4",
149.112.112.10,USR23-149.112.112.10,0,www.inkrement.no.,A,63.05694580078125,300,1,52.174.87.100,
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,53.06100845336914,159,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.232, 88.221.25.240",
149.112.112.10,USR23-149.112.112.10,0,www.nordea.no.,A,51.57899856567383,495,3,nordea-kdd-prod-wem.edgekey.net. -> e13059.g.akamaiedge.net. -> 104.81.44.4,
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,50.866127014160156,135,1,172.217.22.3,
149.112.112.10,USR23-149.112.112.10,0,www.gamer.no.,A,114.39299583435059,3600,2,"gamer.no. -> 87.238.60.136, 87.238.60.135",
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,79.71692085266113,300,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,58.67195129394531,300,1,216.58.206.3,
149.112.112.10,USR23-149.112.112.10,0,www.tv2.no.,A,4250.0,-1,-1,,www.tv2.no.: Timeout
149.112.112.10,USR23-149.112.112.10,0,www.sparebank1.no.,A,85.03913879394531,43200,1,193.212.175.209,
149.112.112.10,USR23-149.112.112.10,0,www.nordnet.no.,A,85.86311340332031,3600,1,193.111.104.21,
149.112.112.10,USR23-149.112.112.10,0,www.viaplay.no.,A,52.83713340759277,60,1,"99.86.255.67, 99.86.255.72, 99.86.255.93, 99.86.255.48",
149.112.112.10,USR23-149.112.112.10,0,www.mattilsynet.no.,A,199.51915740966797,3600,2,mattilsynet.no. -> 62.92.17.213,
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,62.120914459228516,5321,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.249, 88.221.25.250",
149.112.112.10,USR23-149.112.112.10,0,www.difi.no.,A,51.36919021606445,370,2,"lb.difi.no. -> 79.170.81.232, 79.170.81.233, 79.170.81.231",
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,76.56002044677734,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,77.72588729858398,300,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,feide.no.,A,50.18806457519531,194,1,"13.48.92.235, 13.53.55.80, 13.48.72.176",
149.112.112.10,USR23-149.112.112.10,0,www.meny.no.,A,70.43695449829102,300,2,prod-kjedesider-gw.northeurope.cloudapp.azure.com. -> 40.69.93.161,
149.112.112.10,USR23-149.112.112.10,0,www.komplett.no.,A,86.83109283447266,20,1,104.98.143.127,
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,52.70099639892578,292,1,216.58.206.3,
149.112.112.10,USR23-149.112.112.10,0,www.e24.no.,A,105.53407669067383,600,2,e24.no. -> 195.88.55.47,
149.112.112.10,USR23-149.112.112.10,0,cache-7.hestene.no.,A,66.73312187194824,300,1,136.243.23.201,
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,55.55295944213867,300,1,"104.18.13.138, 104.18.12.138",
149.112.112.10,USR23-149.112.112.10,0,www.adressa.no.,A,54.69799041748047,3503,1,193.161.16.50,
149.112.112.10,USR23-149.112.112.10,0,www.nettavisen.no.,A,131.5000057220459,300,1,185.57.253.180,
149.112.112.10,USR23-149.112.112.10,0,www.lkhaaland.no.,A,281.8009853363037,600,2,homer.maksimer.net. -> 91.192.220.189,
149.112.112.10,USR23-149.112.112.10,0,www.telenor.no.,A,74.75996017456055,300,1,153.110.156.145,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,80.57308197021484,300,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,www.skatteetaten.no.,A,118.92294883728027,3600,2,"www.skatteetaten.no.cdn.cloudflare.net. -> 104.17.122.184, 104.17.123.184",
149.112.112.10,USR23-149.112.112.10,0,www.ving.no.,A,188.3540153503418,3600,1,62.119.80.46,
149.112.112.10,USR23-149.112.112.10,0,static.feide.no.,A,86.90595626831055,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,78.83310317993164,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,61.78712844848633,223,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.240, 88.221.25.232",
149.112.112.10,USR23-149.112.112.10,0,www.feide.no.,A,199.77402687072754,300,2,nymedia-web.uninett.no. -> 52.211.32.98,
149.112.112.10,USR23-149.112.112.10,0,www.lokus.no.,A,136.84391975402832,3600,2,lokus.no. -> 87.238.34.190,
149.112.112.10,USR23-149.112.112.10,0,www.uib.no.,A,198.6989974975586,43200,3,ita-prod-w3-tm.trafficmanager.net. -> ita-prod-w3.northeurope.cloudapp.azure.com. -> 23.101.60.163,
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,53.01189422607422,300,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.vgtv.no.,A,326.556921005249,599,2,vgtv.no. -> 195.88.55.26,
149.112.112.10,USR23-149.112.112.10,0,aftenposten.no.,A,93.36996078491211,300,1,"195.88.54.37, 195.88.55.37",
149.112.112.10,USR23-149.112.112.10,0,static.e24.no.,A,91.03202819824219,600,2,"vgc.no. -> 195.88.55.95, 195.88.54.95",
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,54.63385581970215,285,1,216.58.208.35,
149.112.112.10,USR23-149.112.112.10,0,www.komplett.no.,A,62.940120697021484,20,1,104.98.143.127,
149.112.112.10,USR23-149.112.112.10,0,dn.no.,A,56.94699287414551,60,1,87.238.33.145,
149.112.112.10,USR23-149.112.112.10,0,www.nettavisen.no.,A,118.89910697937012,300,1,185.57.253.180,
149.112.112.10,USR23-149.112.112.10,0,sandnes.kommune.no.,A,103.5470962524414,600,1,91.247.74.250,
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,57.69205093383789,300,1,"104.18.13.138, 104.18.12.138",
149.112.112.10,USR23-149.112.112.10,0,dagbladet.no.,A,58.212995529174805,300,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.altinn.no.,A,312.9119873046875,3600,2,altinn.no. -> 89.250.123.0,
149.112.112.10,USR23-149.112.112.10,0,www.tv2.no.,A,56.53882026672363,10654,1,5.44.65.150,
149.112.112.10,USR23-149.112.112.10,0,www.gulesider.no.,A,77.92901992797852,43200,1,80.69.225.63,
149.112.112.10,USR23-149.112.112.10,0,www.frolendingen.no.,A,120.6049919128418,600,2,frolendingen.no. -> 95.216.30.118,
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,52.69813537597656,163,1,172.217.16.195,
149.112.112.10,USR23-149.112.112.10,0,google.no.,A,53.1010627746582,145,1,172.217.21.227,
149.112.112.10,USR23-149.112.112.10,0,tv2.no.,A,76.20906829833984,10800,1,5.44.65.150,
149.112.112.10,USR23-149.112.112.10,0,www.skatteetaten.no.,A,52.72197723388672,3481,2,"www.skatteetaten.no.cdn.cloudflare.net. -> 104.17.123.184, 104.17.122.184",
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,57.533979415893555,4475,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.249, 88.221.25.250",
149.112.112.10,USR23-149.112.112.10,0,cache-0.google.no.,A,58.39681625366211,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,www.dplay.no.,A,53.28512191772461,60,1,"13.35.193.92, 13.35.193.26, 13.35.193.74, 13.35.193.115",
149.112.112.10,USR23-149.112.112.10,0,vgtv.no.,A,176.43380165100098,600,1,195.88.55.26,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,60.986995697021484,114,1,"195.88.55.16, 195.88.54.16",
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,49.188852310180664,212,2,"sndcache.vgc.no. -> 195.88.54.37, 195.88.55.37",
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,177.67810821533203,300,2,"sndcache.vgc.no. -> 195.88.54.37, 195.88.55.37",
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,84.21182632446289,300,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,59.8599910736084,262,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,53.45916748046875,4358,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.249, 88.221.25.250",
149.112.112.10,USR23-149.112.112.10,0,xxl.no.,A,149.8870849609375,2400,1,143.204.47.46,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,61.76900863647461,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,52.86097526550293,243,1,"104.18.12.138, 104.18.13.138",
149.112.112.10,USR23-149.112.112.10,0,www.nettavisen.no.,A,63.33279609680176,300,1,185.57.253.180,
149.112.112.10,USR23-149.112.112.10,0,www.nav.no.,A,52.78801918029785,401,1,155.55.150.1,
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,52.82998085021973,206,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,79.24604415893555,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,51.139116287231445,43025,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.difi.no.,A,219.2361354827881,480,2,"lb.difi.no. -> 79.170.81.233, 79.170.81.231, 79.170.81.232",
149.112.112.10,USR23-149.112.112.10,0,komplett.no.,A,51.36394500732422,20,1,104.98.143.127,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,83.71901512145996,300,1,"195.88.55.16, 195.88.54.16",
149.112.112.10,USR23-149.112.112.10,0,www.finansavisen.no.,A,203.65405082702637,300,2,"finansavisen.no. -> 87.238.33.157, 87.238.33.156",
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,77.54206657409668,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.dagbladet.no.,A,55.25398254394531,173,1,"104.18.13.138, 104.18.12.138",
149.112.112.10,USR23-149.112.112.10,0,www.udir.no.,A,93.07312965393066,300,1,195.254.217.220,
149.112.112.10,USR23-149.112.112.10,0,cache-9.nav.no.,A,1661.4341735839844,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,elkjop.no.,A,90.46697616577148,900,1,31.47.202.130,
149.112.112.10,USR23-149.112.112.10,0,www.gyldendal.no.,A,70.10197639465332,3600,1,88.151.167.196,
149.112.112.10,USR23-149.112.112.10,0,www.vegvesen.no.,A,70.57404518127441,43132,2,00a-plb-service-pub-252.vegvesen.no. -> 146.2.0.252,
149.112.112.10,USR23-149.112.112.10,0,static.feide.no.,A,158.5700511932373,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,e24.no.,A,51.18608474731445,499,1,195.88.55.47,
149.112.112.10,USR23-149.112.112.10,0,www.elkjop.no.,A,51.50294303894043,839,3,www.elkjop.no.edgekey.net. -> e5041.dsca.akamaiedge.net. -> 23.32.8.112,
149.112.112.10,USR23-149.112.112.10,0,www.outnorth.no.,A,55.73916435241699,60,1,"143.204.178.54, 143.204.178.129, 143.204.178.79, 143.204.178.12",
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,82.22413063049316,141,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.nordea.no.,A,56.00690841674805,600,3,nordea-kdd-prod-wem.edgekey.net. -> e13059.g.akamaiedge.net. -> 104.81.44.4,
149.112.112.10,USR23-149.112.112.10,0,www.viaplay.no.,A,53.30920219421387,60,1,"99.86.255.93, 99.86.255.67, 99.86.255.48, 99.86.255.72",
149.112.112.10,USR23-149.112.112.10,0,www.nav.no.,A,51.116943359375,54,1,155.55.150.1,
149.112.112.10,USR23-149.112.112.10,0,www.hortenhavn.no.,A,70.58501243591309,3600,3,hortenhavn.azurewebsites.net. -> waws-prod-db3-005.sip.azurewebsites.windows.net. -> 40.112.93.201,
149.112.112.10,USR23-149.112.112.10,0,elkjop.no.,A,52.92010307312012,900,1,31.47.202.130,
149.112.112.10,USR23-149.112.112.10,0,www.nordea.no.,A,59.17501449584961,600,3,nordea-kdd-prod-wem.edgekey.net. -> e13059.g.akamaiedge.net. -> 104.81.44.4,
149.112.112.10,USR23-149.112.112.10,0,www.nordnet.no.,A,109.40408706665039,3600,1,193.111.104.21,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,91.11595153808594,300,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,kirkensnodhjelp.no.,A,174.42703247070312,7200,1,147.111.194.51,
149.112.112.10,USR23-149.112.112.10,0,www.tek.no.,A,108.0620288848877,60,1,"13.227.170.92, 13.227.170.96, 13.227.170.30, 13.227.170.119",
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,65.54603576660156,6044,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.249, 88.221.25.250",
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,59.651851654052734,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,static.finn.no.,A,60.87207794189453,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,nrk.no.,A,71.92802429199219,20,1,"92.123.77.48, 92.123.77.74",
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,81.84599876403809,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,59.648990631103516,6915,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.249, 88.221.25.250",
149.112.112.10,USR23-149.112.112.10,0,www.lovdata.no.,A,107.38801956176758,300,1,146.192.246.146,
149.112.112.10,USR23-149.112.112.10,0,vg.no.,A,51.20706558227539,102,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,www.tek.no.,A,68.267822265625,60,1,"13.227.170.92, 13.227.170.30, 13.227.170.119, 13.227.170.96",
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,52.88815498352051,268,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,201.24220848083496,300,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.google.no.,A,51.989078521728516,72,1,172.217.18.163,
149.112.112.10,USR23-149.112.112.10,0,cache-6.autopass.no.,A,108.42680931091309,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,52.520036697387695,82,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,cache-10.tek.no.,A,54.392099380493164,60,1,"52.48.198.160, 52.48.8.127, 52.17.125.147",
149.112.112.10,USR23-149.112.112.10,0,www.difi.no.,A,54.34083938598633,311,2,"lb.difi.no. -> 79.170.81.232, 79.170.81.233, 79.170.81.231",
149.112.112.10,USR23-149.112.112.10,0,www.nav.no.,A,51.33986473083496,397,1,155.55.150.1,
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,201.36308670043945,300,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.ntnu.no.,A,151.43108367919922,60,2,lvs160vip02.it.ntnu.no. -> 129.241.160.102,
149.112.112.10,USR23-149.112.112.10,0,viaplay.no.,A,65.27996063232422,60,1,"143.204.178.106, 143.204.178.103, 143.204.178.25, 143.204.178.46",
149.112.112.10,USR23-149.112.112.10,0,www.jakoblind.no.,A,125.30183792114258,3600,2,objective-cray-49fc1c.netlify.com. -> 167.99.137.12,
149.112.112.10,USR23-149.112.112.10,0,www.husbanken.no.,A,118.14308166503906,3600,1,109.163.10.84,
149.112.112.10,USR23-149.112.112.10,0,www.bt.no.,A,80.80792427062988,300,2,"sndcache.vgc.no. -> 195.88.54.37, 195.88.55.37",
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,60.09101867675781,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.bilnerden.no.,A,99.93100166320801,14400,2,bilnerden.no. -> 46.250.210.124,
149.112.112.10,USR23-149.112.112.10,0,www.viaplay.no.,A,94.46001052856445,60,1,"99.86.255.48, 99.86.255.93, 99.86.255.67, 99.86.255.72",
149.112.112.10,USR23-149.112.112.10,0,www.bt.no.,A,93.86110305786133,300,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,54.405927658081055,85,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.240, 88.221.25.232",
149.112.112.10,USR23-149.112.112.10,0,www.bilnerden.no.,A,129.2428970336914,14400,2,bilnerden.no. -> 46.250.210.124,
149.112.112.10,USR23-149.112.112.10,0,www.nordea.no.,A,60.06503105163574,600,3,nordea-kdd-prod-wem.edgekey.net. -> e13059.g.akamaiedge.net. -> 104.81.44.4,
149.112.112.10,USR23-149.112.112.10,0,www.banenor.no.,A,64.63003158569336,300,1,185.48.152.66,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,51.21207237243652,283,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.viaplay.no.,A,58.84814262390137,60,1,"143.204.178.25, 143.204.178.103, 143.204.178.46, 143.204.178.106",
149.112.112.10,USR23-149.112.112.10,0,www.e24.no.,A,82.31782913208008,600,2,e24.no. -> 195.88.55.47,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,49.82495307922363,102,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.tv2.no.,A,83.81915092468262,10800,1,5.44.65.150,
149.112.112.10,USR23-149.112.112.10,0,www.uib.no.,A,87.08000183105469,43200,3,ita-prod-w3-tm.trafficmanager.net. -> ita-prod-w3.northeurope.cloudapp.azure.com. -> 23.101.60.163,
149.112.112.10,USR23-149.112.112.10,0,cache-10.dagbladet.no.,A,61.213016510009766,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,64.18800354003906,226,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.232, 88.221.25.240",
149.112.112.10,USR23-149.112.112.10,0,www.dn.no.,A,248.02494049072266,60,2,dn.no. -> 87.238.33.145,
149.112.112.10,USR23-149.112.112.10,0,www.vektklubb.no.,A,55.12094497680664,60,1,"99.86.255.13, 99.86.255.92, 99.86.255.123, 99.86.255.16",
149.112.112.10,USR23-149.112.112.10,0,www.zalando.no.,A,86.93599700927734,600,3,www.zalando.no.ipv4.edgekey.net. -> e10634.b.akamaiedge.net. -> 104.99.233.172,
149.112.112.10,USR23-149.112.112.10,0,www.nav.no.,A,127.43401527404785,600,1,155.55.150.1,
149.112.112.10,USR23-149.112.112.10,0,www.adressa.no.,A,89.57886695861816,3600,1,193.161.16.50,
149.112.112.10,USR23-149.112.112.10,0,www.elkjop.no.,A,57.38401412963867,900,3,www.elkjop.no.edgekey.net. -> e5041.dsca.akamaiedge.net. -> 23.32.8.112,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,88.15503120422363,300,1,"195.88.55.16, 195.88.54.16",
149.112.112.10,USR23-149.112.112.10,0,www.e24.no.,A,51.553964614868164,474,2,e24.no. -> 195.88.55.47,
149.112.112.10,USR23-149.112.112.10,0,gulesider.no.,A,64.40615653991699,43200,1,80.69.225.63,
149.112.112.10,USR23-149.112.112.10,0,www.nettavisen.no.,A,59.86189842224121,300,1,185.57.253.180,
149.112.112.10,USR23-149.112.112.10,0,cache-8.banenor.no.,A,67.50893592834473,-1,-1,NXDOMAIN,
149.112.112.10,USR23-149.112.112.10,0,www.gyldendal.no.,A,232.03301429748535,3600,1,88.151.167.196,
149.112.112.10,USR23-149.112.112.10,0,nrk.no.,A,70.20902633666992,20,1,"92.123.77.48, 92.123.77.74",
149.112.112.10,USR23-149.112.112.10,0,www.ntnu.no.,A,119.11892890930176,60,2,lvs160vip02.it.ntnu.no. -> 129.241.160.102,
149.112.112.10,USR23-149.112.112.10,0,www.3dsecure.no.,A,276.8239974975586,300,1,185.134.245.113,
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,124.5880126953125,43200,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,57.74521827697754,52,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,feide.no.,A,84.23399925231934,300,1,"13.53.55.80, 13.48.72.176, 13.48.92.235",
149.112.112.10,USR23-149.112.112.10,0,www.blush.no.,A,79.55193519592285,3600,3,"www.blush.no-v1.edgekey.net. -> e27868.b.akamaiedge.net. -> 2.19.195.97, 2.19.195.56",
149.112.112.10,USR23-149.112.112.10,0,www.yr.no.,A,60.49799919128418,674,3,"www.yr.no.edgesuite.net. -> a1949.dscr.akamai.net. -> 88.221.25.232, 88.221.25.240",
149.112.112.10,USR23-149.112.112.10,0,www.footway.no.,A,64.19706344604492,60,1,"52.209.134.145, 3.248.104.254, 52.50.16.3",
149.112.112.10,USR23-149.112.112.10,0,www.vgtv.no.,A,51.254987716674805,376,2,vgtv.no. -> 195.88.55.26,
149.112.112.10,USR23-149.112.112.10,0,www.finn.no.,A,59.90481376647949,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.vg.no.,A,51.136016845703125,217,1,"195.88.54.16, 195.88.55.16",
149.112.112.10,USR23-149.112.112.10,0,vegvesen.no.,A,71.80094718933105,43200,1,146.2.0.252,
149.112.112.10,USR23-149.112.112.10,0,www.viaplay.no.,A,60.45103073120117,60,1,"13.225.31.70, 13.225.31.44, 13.225.31.30, 13.225.31.125",
149.112.112.10,USR23-149.112.112.10,0,nav.no.,A,140.46907424926758,600,1,155.55.150.1,
149.112.112.10,USR23-149.112.112.10,0,finn.no.,A,55.37605285644531,300,1,152.90.94.9,
149.112.112.10,USR23-149.112.112.10,0,www.nrk.no.,A,56.0300350189209,6149,3,"www.nrk.no.edgesuite.net. -> a390.dscr.akamai.net. -> 88.221.25.250, 88.221.25.249",
149.112.112.10,USR23-149.112.112.10,0,www.lovdata.no.,A,110.05902290344238,300,1,146.192.246.146,
149.112.112.10,USR23-149.112.112.10,0,difi.no.,A,87.94283866882324,3600,1,"79.170.81.232, 79.170.81.233, 79.170.81.231",
149.112.112.10,USR23-149.112.112.10,0,www.vegvesen.no.,A,160.2499485015869,43200,2,00a-plb-service-pub-252.vegvesen.no. -> 146.2.0.252,
149.112.112.10,USR23-149.112.112.10,0,www.uio.no.,A,54.345130920410156,43072,1,129.240.118.130,
149.112.112.10,USR23-149.112.112.10,0,nrk.no.,A,60.27388572692871,20,1,"92.123.77.48, 92.123.77.74",
149.112.112.10,USR23-149.112.112.10,0,www.xxl.no.,A,161.7591381072998,1200,2,"dtoc4cui979hg.cloudfront.net. -> 13.227.170.74, 13.227.170.27, 13.227.170.59, 13.227.170.14",
149.112.112.10,USR23-149.112.112.10,0,abcnyheter.no.,A,85.79111099243164,300,1,"87.238.33.153, 87.238.33.154",
149.112.112.10,USR23-149.112.112.10,0,www.aftenposten.no.,A,216.1269187927246,300,2,"sndcache.vgc.no. -> 195.88.55.37, 195.88.54.37",
149.112.112.10,USR23-149.112.112.10,0,www.dn.no.,A,57.15680122375488,60,2,dn.no. -> 87.238.33.145,
149.112.112.10,USR23-149.112.112.10,0,fhi.no.,A,104.96687889099121,600,1,217.114.85.70,
149.112.112.10,USR23-149.112.112.10,0,cache-9.e24.no.,A,79.23078536987305,-1,-1,NXDOMAIN,
